"","Company.Names","Cars.Names","Engines","CC.Battery.Capacity","HorsePower","Total.Speed","Performance.0...100..KM.H","Cars.Prices","Fuel.Types","Seats","Torque","BodyType","MPG","FuelTank"
"535","Ford","Mustang Mach-E","Electric Motor","Battery (68-98 kWh)","290-480 hp","180 km/h","3.5 sec (GT Model)","$43,000 ","Electric","5","430 Nm (GT Model)","SUV","0","0"
"536","Ford","F-150 Lightning","Electric Motor","Battery (98 kWh)","452 hp","180 km/h","4.5 sec","$40,000 ","Electric","5","1051 Nm","Truck","0","0"
"537","Ford","Escape Hybrid","2.5L Inline-4 + Electric","2,500 cc","200 hp","180 km/h","7.7 sec","$28,000 ","Hybrid","5","210 Nm (Electric)","SUV","40","15"
"538","Ford","Explorer Hybrid","3.3L V6 + Electric","3,300 cc","318 hp","180 km/h","7.5 sec","$50,000 ","Hybrid","7","500 Nm","SUV","27","18"
"539","Ford","Mustang","5.0L V8","5,000 cc","450 hp","250 km/h","4.3 sec","$55,000 ","Petrol","4","530 Nm","Coupe","19","16"
"540","Ford","GT","3.5L Twin-Turbo V6","3,500 cc","660 hp","348 km/h","3.0 sec","$500,000 ","Petrol","2","746 Nm","Coupe","14","15"
"541","Ford","Focus ST","2.3L Turbo Inline-4","2,300 cc","280 hp","250 km/h","5.7 sec","$30,000 ","Petrol","5","420 Nm","Hatchback","25","12"
"542","Ford","Fiesta ST","1.5L Turbo Inline-3","1,500 cc","200 hp","230 km/h","6.5 sec","$23,000 ","Petrol","5","290 Nm","Hatchback","30","12"
"543","Ford","Bronco Raptor","3.0L Twin-Turbo V6","3,000 cc","400 hp","220 km/h","5.5 sec","$70,000 ","Petrol","4","583 Nm","SUV","15","20"
"544","Ford","Ranger Raptor","2.7L Twin-Turbo V6","2,700 cc","392 hp","200 km/h","6.0 sec","$45,000 ","Petrol","5","583 Nm","Truck","18","18"
"545","Ford","F-150 Raptor","3.5L Twin-Turbo V6","3,500 cc","450 hp","200 km/h","5.0 sec","$70,000 ","Petrol","5","691 Nm","Truck","15","23"
"546","Ford","Puma","Turbocharged Inline-3","1,000 cc","123 hp","191 km/h","9.6 sec","$28,000 ","Petrol","5","200 Nm","Crossover","32","11"
"547","Ford","Territory","Turbocharged Inline-4","1,500 cc","140 hp","180 km/h","11.0 sec","$32,000 ","Petrol","5","225 Nm","SUV","25","16"
"548","Ford","Everest","Turbocharged Inline-4","2,000 cc","210 hp","190 km/h","10.5 sec","$52,000 ","Diesel","7","500 Nm","SUV","23","21"
"549","Ford","Flex","Naturally Aspirated V6","3,500 cc","287 hp","200 km/h","7.9 sec","$31,000 ","Petrol","7","345 Nm","SUV","19","18"
"550","Ford","Transit","EcoBlue Turbo Diesel","2,000 cc","170 hp","160 km/h","12.0 sec","$43,455 ","Diesel","15","405 Nm","Van","16","25"
"551","Ford","Transit Connect","Inline-4 Gasoline Engine","2,000 cc","162 hp","175 km/h","10.5 sec","$29,365 ","Petrol","7","200 Nm","Van","24","15"
"552","Ford","F-450 Super Duty","Turbocharged V8 Diesel","6,700 cc","475 hp","165 km/h","8.5 sec","$61,625 ","Diesel","6","1,424 Nm","Truck","10","48"
"553","Ford","F-550 Super Duty","Turbocharged V8 Diesel","6,700 cc","475 hp","165 km/h","8.8 sec","$64,540 ","Diesel","6","1,424 Nm","Truck","9","48"
"554","Ford","Mustang Shelby GT500","Supercharged V8","5,200 cc","760 hp","290 km/h","3.5 sec","$79,420 ","Petrol","2","847 Nm","Coupe","14","16"
"555","Ford","Mustang Shelby GT350","Naturally Aspirated V8","5,200 cc","526 hp","280 km/h","4.0 sec","$59,140 ","Petrol","2","582 Nm","Coupe","16","16"
"556","Ford","F-150 Platinum","Turbocharged V6","3,500 cc","400 hp","180 km/h","6.5 sec","$64,695 ","Petrol","5","678 Nm","Truck","20","23"
"557","Ford","F-150 Limited","Turbocharged V6","3,500 cc","450 hp","190 km/h","6.1 sec","$84,910 ","Petrol","5","678 Nm","Truck","20","23"
"558","Ford","Explorer Platinum","Turbocharged V6","3,000 cc","400 hp","230 km/h","6.0 sec","$56,505 ","Petrol","7","563 Nm","SUV","21","18"
"559","Ford","Expedition King Ranch","Turbocharged V6","3,500 cc","440 hp","210 km/h","6.8 sec","$79,560 ","Petrol","7","691 Nm","SUV","18","28"
"560","Ford","Transit Custom","EcoBlue Turbo Diesel","2,000 cc","130 hp","160 km/h","12.5 sec","$35,000 ","Diesel","9","385 Nm","Van","28","21"
"561","Ford","E-Series Cutaway","V8 Gasoline Engine","7,300 cc","350 hp","140 km/h","13.0 sec","$36,000 ","Petrol","2","569 Nm","Van/Chassis","11","40"
"562","Ford","Transit Chassis Cab","EcoBlue Turbo Diesel","2,000 cc","170 hp","160 km/h","11.5 sec","$37,000 ","Diesel","2","405 Nm","Chassis","13","25"
"563","Ford","Transit Electric (E-Transit)","Electric Motor","89 kWh (Electric)","266 hp","140 km/h","9.0 sec","$52,000 ","Electric","12","430 Nm","Van","0","0"
"564","Ford","Explorer Plug-in Hybrid","V6 Hybrid + Electric Motor","3,000 cc (petrol) + Electric Motor","457 hp","225 km/h","6.0 sec","$53,000 ","Hybrid","7","825 Nm","SUV","27","18"
"565","Ford","Maverick Hybrid","I4 Hybrid","2,500 cc (petrol) + Electric Motor","191 hp","180 km/h","7.8 sec","$25,000 ","Hybrid","5","210 Nm","Truck","40","13"
"566","Ford","Mustang (2024)","V8 Gasoline Engine","5,000 cc","450 hp","250 km/h","4.5 sec","$60,000 ","Petrol","4","570 Nm","Coupe","20","16"
"567","Ford","Ranger (2024)","I4 Turbo Diesel","2,000 cc","210 hp","180 km/h","8.0 sec","$40,000 ","Diesel","5","500 Nm","Truck","23","18"
"568","Ford","Escape Plug-in Hybrid (2024)","I4 Hybrid","2,500 cc (petrol) + Electric Motor","221 hp","190 km/h","7.5 sec","$38,000 ","Hybrid","5","210 Nm","SUV","40","11"
"569","Ford","Bronco (2024)","V6 EcoBoost","2,700 cc","310 hp","200 km/h","6.7 sec","$45,000 ","Petrol","5","542 Nm","SUV","20","16"
"570","Ford","Explorer (2024)","V6 Turbocharged","3,000 cc","400 hp","230 km/h","5.9 sec","$55,000 ","Petrol","7","563 Nm","SUV","22","18"
"571","Mitsubishi","Mirage","1.2L MIVEC","1,200 cc","78 hp","170 km/h","12.0 sec","$16,000 ","Petrol","5","100 Nm","Hatchback","36","9"
"572","Mitsubishi","Mirage G4","1.2L MIVEC","1,200 cc","78 hp","170 km/h","12.0 sec","$17,000 ","Petrol","5","100 Nm","Sedan","35","9"
"573","Mitsubishi","Outlander","2.5L 4-Cylinder","2,500 cc","181 hp","190 km/h","9.5 sec","$28,000 ","Petrol","7","245 Nm","SUV","27","14"
"574","Mitsubishi","Outlander PHEV","2.4L Hybrid","2,400 cc / 20 kWh battery","248 hp","170 km/h","10.5 sec","$39,000 ","Hybrid","5","300 Nm","SUV","26","11"
"575","Mitsubishi","Eclipse Cross","1.5L Turbo","1,500 cc","152 hp","180 km/h","9.8 sec","$25,000 ","Petrol","5","250 Nm","SUV","27","15"
"576","Mazda","Mazda3","2.0L SkyActiv-G","2,000 cc","155 hp","200 km/h","8.9 sec","$22,000 ","Petrol","5","213 Nm","Sedan","31","14"
"577","Mazda","Mazda3 Hatchback","2.5L SkyActiv-G","2,500 cc","186 hp","210 km/h","8.3 sec","$24,000 ","Petrol","5","252 Nm","Hatchback","30","14"
"578","Mazda","Mazda6","2.5L Turbocharged","2,500 cc","250 hp","240 km/h","6.4 sec","$27,000 ","Petrol","5","420 Nm","Sedan","26","16"
"579","Mazda","CX-3","2.0L SkyActiv-G","2,000 cc","146 hp","180 km/h","9.5 sec","$21,000 ","Petrol","5","197 Nm","SUV","29","12"
"580","Mazda","CX-30","2.5L SkyActiv-G","2,500 cc","186 hp","204 km/h","8.7 sec","$23,000 ","Petrol","5","252 Nm","SUV","28","13"
"581","Mazda","CX-5","2.5L SkyActiv-G","2,500 cc","187 hp","200 km/h","8.8 sec","$26,000 ","Petrol","5","252 Nm","SUV","26","15"
"582","Mazda","CX-50","2.5L Turbocharged","2,500 cc","256 hp","220 km/h","6.9 sec","$29,000 ","Petrol","5","434 Nm","SUV","25","15"
"583","Mazda","CX-8","2.2L Diesel","2,200 cc","187 hp","200 km/h","9.2 sec","$36,000 ","Diesel","7","450 Nm","SUV","28","16"
"584","Mazda","CX-9","2.5L Turbocharged","2,500 cc","250 hp","210 km/h","7.2 sec","$38,000 ","Petrol","7","420 Nm","SUV","23","19"
"585","Mazda","CX-90","3.3L Inline-6 Turbo","3,300 cc","340 hp","240 km/h","6.2 sec","$50,000 ","Petrol","7","500 Nm","SUV","25","18"
"586","Mazda","MX-5 Miata","2.0L SkyActiv-G","2,000 cc","181 hp","225 km/h","6.5 sec","$27,000 ","Petrol","2","205 Nm","Convertible","30","12"
"587","Mazda","MX-5 Miata RF","2.0L SkyActiv-G","2,000 cc","181 hp","225 km/h","6.5 sec","$33,000 ","Petrol","2","205 Nm","Convertible","30","12"
"588","Mazda","MX-30 Electric","Electric Motor","35.5 kWh battery","143 hp","140 km/h","9.7 sec","$33,000 ","Electric","5","271 Nm","SUV","0","0"
"589","Mazda","CX-4","2.0L SkyActiv-G","2,000 cc","158 hp","190 km/h","9.6 sec","$22,000 ","Petrol","5","202 Nm","SUV","29","14"
"590","Mazda","CX-7","2.3L Turbocharged","2,300 cc","244 hp","210 km/h","7.9 sec","$28,000 ","Petrol","5","350 Nm","SUV","21","18"
"591","Mazda","Tribute","3.0L V6","3,000 cc","200 hp","190 km/h","9.0 sec","$24,000 ","Petrol","5","270 Nm","SUV","19","16"
"592","Mazda","B-Series Pickup","2.5L Diesel","2,500 cc","143 hp","170 km/h","11.5 sec","$20,000 ","Diesel","5","330 Nm","Truck","22","19"
"593","Mazda","BT-50","3.2L Turbo Diesel","3,200 cc","200 hp","180 km/h","10.0 sec","$27,000 ","Diesel","5","470 Nm","Truck","24","21"
"594","Mazda","RX-7","1.3L Rotary Twin-Turbo","1,300 cc","276 hp","250 km/h","5.5 sec","$30,000 ","Petrol","4","314 Nm","Coupe","19","16"
"595","Mazda","RX-3","1.2L Rotary","1,200 cc","110 hp","180 km/h","8.9 sec","$15,000 ","Petrol","4","145 Nm","Coupe","20","12"
"596","Toyota","Crown Signia","2.5L Hybrid I4","2487 cc","240 hp","180 km/h","7.6 sec","$43,000 ","Hybrid","5","239 Nm","SUV","38","14"
"597","Toyota","4Runner (6th Gen)","2.4L Turbo I4 (i-FORCE MAX Hybrid)","2393 cc + Battery","326 hp","180 km/h","6.8 sec","$50,000 ","Hybrid","7","630 Nm","SUV","22","20"
"598","Toyota","Corolla Cross","2.0L Gas / 2.0L Hybrid","1987 cc / Hybrid batt","169 – 196 hp","190 km/h","8.0 – 9.2 sec","$25,210 ","Petrol","5","190 – 210 Nm","SUV","32","12"
"599","Toyota","C-HR+ ","1.8L / 2.0L Hybrid","1798 / 1987 cc + batt","140 – 198 hp","180 km/h","7.9 – 10.5 sec","€ 33,000","Hybrid","5","190 – 205 Nm","SUV","40","12"
"600","Toyota","RAV4 (6th Gen)","2.5L Hybrid / Plug-in Hybrid","2487 cc + batt","219 – 302 hp","200 km/h","6.0 – 8.1 sec","$29,000 ","Hybrid","5","221 – 400 Nm","SUV","38","14"
